Year,Month,Location,Type,Employment
2011,November,Vermont,"Other services, except public administration supersector",8603.0
2011,November,Vermont,Unspecified industry supersector,
2011,November,Vermont,Federal Government,6426.0
2011,November,Vermont,State government,16326.0
2011,November,Vermont,Local government,31722.0
2012,November,Vermont,Total Covered -  all ownerships,302044.0
2012,November,Vermont,Private ownership,247449.0
2012,November,Vermont,Goods Producing domain,49863.0
2012,November,Vermont,Natural Resources and Mining supersector,3356.0
2012,November,Vermont,"Agriculture, forestry, fishing and hunting",2697.0
2012,November,Vermont,Mining,659.0
2012,November,Vermont,Construction supersector,14570.0
2012,November,Vermont,Manufacturing supersector,31937.0
2012,November,Vermont,Durable Goods manufacturing,21622.0
2012,November,Vermont,Non-Durable Goods manufacturing,10315.0
2012,November,Vermont,Service Providing domain,197586.0
2012,November,Vermont,"Trade, Transportation, and Utilities supersector",56483.0
2012,November,Vermont,Wholesale trade,9296.0
2012,November,Vermont,Retail trade,38363.0
2012,November,Vermont,Transportation and warehousing,7012.0
2012,November,Vermont,Utilities,1812.0
2012,November,Vermont,Information supersector,4652.0
2012,November,Vermont,Financial Activities supersector,11605.0
2012,November,Vermont,Finance and insurance,8680.0
2012,November,Vermont,Real estate and rental and leasing,2925.0
2012,November,Vermont,Professional and Business Services supersector,26307.0
2012,November,Vermont,Professional and technical services,14069.0
2012,November,Vermont,Management of companies and enterprises,1927.0
2012,November,Vermont,Administrative and waste services,10311.0
2012,November,Vermont,Education and Health Services supersector,58204.0
2012,November,Vermont,Educational services,9741.0
2012,November,Vermont,Health care and social assistance,48463.0
2012,November,Vermont,Leisure and Hospitality supersector,31618.0
2012,November,Vermont,"Arts, entertainment, and recreation",3268.0
2012,November,Vermont,Accommodation and food services,28350.0
2012,November,Vermont,"Other services, except public administration supersector",8717.0
2012,November,Vermont,Unspecified industry supersector,
2012,November,Vermont,Federal Government,6466.0
2012,November,Vermont,State government,16341.0
2012,November,Vermont,Local government,31788.0
2013,November,Vermont,Total Covered -  all ownerships,305018.0
2013,November,Vermont,Private ownership,250112.0
2013,November,Vermont,Goods Producing domain,50060.0
2013,November,Vermont,Natural Resources and Mining supersector,3465.0
2013,November,Vermont,"Agriculture, forestry, fishing and hunting",2831.0
2013,November,Vermont,Mining,634.0
2013,November,Vermont,Construction supersector,15070.0
2013,November,Vermont,Manufacturing supersector,31525.0
2013,November,Vermont,Durable Goods manufacturing,20940.0
2013,November,Vermont,Non-Durable Goods manufacturing,10585.0
2013,November,Vermont,Service Providing domain,200052.0
2013,November,Vermont,"Trade, Transportation, and Utilities supersector",56729.0
2013,November,Vermont,Wholesale trade,9351.0
2013,November,Vermont,Retail trade,38523.0
2013,November,Vermont,Transportation and warehousing,7108.0
2013,November,Vermont,Utilities,1747.0
2013,November,Vermont,Information supersector,4654.0
2013,November,Vermont,Financial Activities supersector,11745.0
2013,November,Vermont,Finance and insurance,8731.0
2013,November,Vermont,Real estate and rental and leasing,3014.0
2013,November,Vermont,Professional and Business Services supersector,26651.0
2013,November,Vermont,Professional and technical services,14156.0
2013,November,Vermont,Management of companies and enterprises,1995.0
2013,November,Vermont,Administrative and waste services,10500.0
2013,November,Vermont,Education and Health Services supersector,59033.0
2013,November,Vermont,Educational services,9955.0
2013,November,Vermont,Health care and social assistance,49078.0
2013,November,Vermont,Leisure and Hospitality supersector,32512.0
2013,November,Vermont,"Arts, entertainment, and recreation",3362.0
2013,November,Vermont,Accommodation and food services,29150.0
2013,November,Vermont,"Other services, except public administration supersector",8728.0
2013,November,Vermont,Unspecified industry supersector,
2013,November,Vermont,Federal Government,6600.0
2013,November,Vermont,State government,16622.0
2013,November,Vermont,Local government,31684.0
2014,November,Vermont,Total Covered -  all ownerships,307453.0
2014,November,Vermont,Private ownership,252340.0
2014,November,Vermont,Goods Producing domain,50631.0
2014,November,Vermont,Natural Resources and Mining supersector,3747.0
2014,November,Vermont,"Agriculture, forestry, fishing and hunting",3119.0
2014,November,Vermont,Mining,628.0
2014,November,Vermont,Construction supersector,15726.0
2014,November,Vermont,Manufacturing supersector,31158.0
2014,November,Vermont,Durable Goods manufacturing,20122.0
2014,November,Vermont,Non-Durable Goods manufacturing,11036.0
2014,November,Vermont,Service Providing domain,201709.0
2014,November,Vermont,"Trade, Transportation, and Utilities supersector",57096.0
2014,November,Vermont,Wholesale trade,9319.0
2014,November,Vermont,Retail trade,39053.0
2014,November,Vermont,Transportation and warehousing,7004.0
2014,November,Vermont,Utilities,1720.0
2014,November,Vermont,Information supersector,4440.0
2014,November,Vermont,Financial Activities supersector,11820.0
2014,November,Vermont,Finance and insurance,8771.0
2014,November,Vermont,Real estate and rental and leasing,3049.0
2014,November,Vermont,Professional and Business Services supersector,26930.0
2014,November,Vermont,Professional and technical services,14021.0
2014,November,Vermont,Management of companies and enterprises,2134.0
2014,November,Vermont,Administrative and waste services,10775.0
2014,November,Vermont,Education and Health Services supersector,59607.0
2014,November,Vermont,Educational services,10101.0
2014,November,Vermont,Health care and social assistance,49506.0
2014,November,Vermont,Leisure and Hospitality supersector,33066.0
2014,November,Vermont,"Arts, entertainment, and recreation",3446.0
2014,November,Vermont,Accommodation and food services,29620.0
2014,November,Vermont,"Other services, except public administration supersector",8750.0
2014,November,Vermont,Unspecified industry supersector,
2014,November,Vermont,Federal Government,6725.0
2014,November,Vermont,State government,16791.0
2014,November,Vermont,Local government,31597.0
2015,November,Vermont,Total Covered -  all ownerships,308662.0
2015,November,Vermont,Private ownership,254019.0
2015,November,Vermont,Goods Producing domain,50607.0
2015,November,Vermont,Natural Resources and Mining supersector,3837.0
2015,November,Vermont,"Agriculture, forestry, fishing and hunting",3167.0
2015,November,Vermont,Mining,670.0
2015,November,Vermont,Construction supersector,15877.0
2015,November,Vermont,Manufacturing supersector,30893.0
2015,November,Vermont,Durable Goods manufacturing,19514.0
2015,November,Vermont,Non-Durable Goods manufacturing,11379.0
2015,November,Vermont,Service Providing domain,203412.0
2015,November,Vermont,"Trade, Transportation, and Utilities supersector",56260.0
2015,November,Vermont,Wholesale trade,9313.0
2015,November,Vermont,Retail trade,38588.0
2015,November,Vermont,Transportation and warehousing,6875.0
2015,November,Vermont,Utilities,1484.0
2015,November,Vermont,Information supersector,4668.0
2015,November,Vermont,Financial Activities supersector,11561.0
2015,November,Vermont,Finance and insurance,8675.0
2015,November,Vermont,Real estate and rental and leasing,2886.0
2015,November,Vermont,Professional and Business Services supersector,27767.0
2015,November,Vermont,Professional and technical services,14320.0
2015,November,Vermont,Management of companies and enterprises,2188.0
2015,November,Vermont,Administrative and waste services,11259.0
2015,November,Vermont,Education and Health Services supersector,60452.0
2015,November,Vermont,Educational services,10259.0
2015,November,Vermont,Health care and social assistance,50193.0
2015,November,Vermont,Leisure and Hospitality supersector,33788.0
2015,November,Vermont,"Arts, entertainment, and recreation",3396.0
2015,November,Vermont,Accommodation and food services,30392.0
2015,November,Vermont,"Other services, except public administration supersector",8916.0
2015,November,Vermont,Unspecified industry supersector,
2015,November,Vermont,Federal Government,6768.0
2015,November,Vermont,State government,16519.0
2015,November,Vermont,Local government,31356.0
2016,November,Vermont,Total Covered -  all ownerships,309379.0
2016,November,Vermont,Private ownership,254408.0
2016,November,Vermont,Goods Producing domain,49387.0
2016,November,Vermont,Natural Resources and Mining supersector,3844.0
2016,November,Vermont,"Agriculture, forestry, fishing and hunting",3197.0
2016,November,Vermont,Mining,647.0
2016,November,Vermont,Construction supersector,15611.0
2016,November,Vermont,Manufacturing supersector,29932.0
2016,November,Vermont,Durable Goods manufacturing,18627.0
2016,November,Vermont,Non-Durable Goods manufacturing,11305.0
2016,November,Vermont,Service Providing domain,205021.0
2016,November,Vermont,"Trade, Transportation, and Utilities supersector",56412.0
2016,November,Vermont,Wholesale trade,9459.0
2016,November,Vermont,Retail trade,38847.0
2016,November,Vermont,Transportation and warehousing,6840.0
2016,November,Vermont,Utilities,1266.0
2016,November,Vermont,Information supersector,4570.0
2016,November,Vermont,Financial Activities supersector,11610.0
2016,November,Vermont,Finance and insurance,8702.0
2016,November,Vermont,Real estate and rental and leasing,2908.0
2016,November,Vermont,Professional and Business Services supersector,27793.0
2016,November,Vermont,Professional and technical services,14195.0
2016,November,Vermont,Management of companies and enterprises,2056.0
2016,November,Vermont,Administrative and waste services,11542.0
2016,November,Vermont,Education and Health Services supersector,61549.0
2016,November,Vermont,Educational services,10498.0
2016,November,Vermont,Health care and social assistance,51051.0
2016,November,Vermont,Leisure and Hospitality supersector,34193.0
2016,November,Vermont,"Arts, entertainment, and recreation",3482.0
2016,November,Vermont,Accommodation and food services,30711.0
2016,November,Vermont,"Other services, except public administration supersector",8894.0
2016,November,Vermont,Unspecified industry supersector,
2016,November,Vermont,Federal Government,7005.0
2016,November,Vermont,State government,16635.0
2016,November,Vermont,Local government,31331.0
2017,November,Vermont,Total Covered -  all ownerships,
2017,November,Vermont,Private ownership,
2017,November,Vermont,Goods Producing domain,
2017,November,Vermont,Natural Resources and Mining supersector,
2017,November,Vermont,"Agriculture, forestry, fishing and hunting",
2017,November,Vermont,Mining,
2017,November,Vermont,Construction supersector,
2017,November,Vermont,Manufacturing supersector,
2017,November,Vermont,Durable Goods manufacturing,
2017,November,Vermont,Non-Durable Goods manufacturing,
2017,November,Vermont,Service Providing domain,
2017,November,Vermont,"Trade, Transportation, and Utilities supersector",
2017,November,Vermont,Wholesale trade,
2017,November,Vermont,Retail trade,
2017,November,Vermont,Transportation and warehousing,
2017,November,Vermont,Utilities,
2017,November,Vermont,Information supersector,
2017,November,Vermont,Financial Activities supersector,
2017,November,Vermont,Finance and insurance,
2017,November,Vermont,Real estate and rental and leasing,
2017,November,Vermont,Professional and Business Services supersector,
2017,November,Vermont,Professional and technical services,
2017,November,Vermont,Management of companies and enterprises,
2017,November,Vermont,Administrative and waste services,
2017,November,Vermont,Education and Health Services supersector,
2017,November,Vermont,Educational services,
2017,November,Vermont,Health care and social assistance,
2017,November,Vermont,Leisure and Hospitality supersector,
2017,November,Vermont,"Arts, entertainment, and recreation",
2017,November,Vermont,Accommodation and food services,
2017,November,Vermont,"Other services, except public administration supersector",
2017,November,Vermont,Unspecified industry supersector,
2017,November,Vermont,Federal Government,
2017,November,Vermont,State government,
2017,November,Vermont,Local government,
2000,October,Vermont,Total Covered -  all ownerships,301137.0
2000,October,Vermont,Private ownership,251934.0
2000,October,Vermont,Goods Producing domain,66600.0
2000,October,Vermont,Natural Resources and Mining supersector,3373.0
2000,October,Vermont,"Agriculture, forestry, fishing and hunting",2362.0
2000,October,Vermont,Mining,1011.0
2000,October,Vermont,Construction supersector,16027.0
2000,October,Vermont,Manufacturing supersector,47200.0
2000,October,Vermont,Durable Goods manufacturing,34553.0
2000,October,Vermont,Non-Durable Goods manufacturing,12647.0
2000,October,Vermont,Service Providing domain,185334.0
2000,October,Vermont,"Trade, Transportation, and Utilities supersector",58777.0
2000,October,Vermont,Wholesale trade,9973.0
2000,October,Vermont,Retail trade,40035.0
2000,October,Vermont,Transportation and warehousing,7092.0
2000,October,Vermont,Utilities,1677.0
2000,October,Vermont,Information supersector,6932.0
2000,October,Vermont,Financial Activities supersector,12662.0
2000,October,Vermont,Finance and insurance,9594.0
2000,October,Vermont,Real estate and rental and leasing,3068.0
2000,October,Vermont,Professional and Business Services supersector,21095.0
2000,October,Vermont,Professional and technical services,12358.0
2000,October,Vermont,Management of companies and enterprises,310.0
2000,October,Vermont,Administrative and waste services,8427.0
2000,October,Vermont,Education and Health Services supersector,43464.0
2000,October,Vermont,Educational services,8930.0
2000,October,Vermont,Health care and social assistance,34534.0
2000,October,Vermont,Leisure and Hospitality supersector,32315.0
2000,October,Vermont,"Arts, entertainment, and recreation",3622.0
2000,October,Vermont,Accommodation and food services,28693.0
2000,October,Vermont,"Other services, except public administration supersector",10089.0
2000,October,Vermont,Unspecified industry supersector,
2000,October,Vermont,Federal Government,5716.0
2000,October,Vermont,State government,14913.0
2000,October,Vermont,Local government,28574.0
2001,October,Vermont,Total Covered -  all ownerships,300232.0
2001,October,Vermont,Private ownership,249768.0
2001,October,Vermont,Goods Producing domain,63862.0
2001,October,Vermont,Natural Resources and Mining supersector,3368.0
2001,October,Vermont,"Agriculture, forestry, fishing and hunting",2382.0
2001,October,Vermont,Mining,986.0
2001,October,Vermont,Construction supersector,16140.0
2001,October,Vermont,Manufacturing supersector,44354.0
2001,October,Vermont,Durable Goods manufacturing,32267.0
2001,October,Vermont,Non-Durable Goods manufacturing,12087.0
2001,October,Vermont,Service Providing domain,185906.0
2001,October,Vermont,"Trade, Transportation, and Utilities supersector",58926.0
2001,October,Vermont,Wholesale trade,10109.0
2001,October,Vermont,Retail trade,40261.0
2001,October,Vermont,Transportation and warehousing,6891.0
2001,October,Vermont,Utilities,1665.0
2001,October,Vermont,Information supersector,6512.0
2001,October,Vermont,Financial Activities supersector,12922.0
2001,October,Vermont,Finance and insurance,9856.0
2001,October,Vermont,Real estate and rental and leasing,3066.0
2001,October,Vermont,Professional and Business Services supersector,20599.0
2001,October,Vermont,Professional and technical services,12307.0
2001,October,Vermont,Management of companies and enterprises,295.0
2001,October,Vermont,Administrative and waste services,7997.0
2001,October,Vermont,Education and Health Services supersector,44751.0
2001,October,Vermont,Educational services,9081.0
2001,October,Vermont,Health care and social assistance,35670.0
2001,October,Vermont,Leisure and Hospitality supersector,31522.0
2001,October,Vermont,"Arts, entertainment, and recreation",3627.0
2001,October,Vermont,Accommodation and food services,27895.0
2001,October,Vermont,"Other services, except public administration supersector",10674.0
2001,October,Vermont,Unspecified industry supersector,
2001,October,Vermont,Federal Government,5878.0
2001,October,Vermont,State government,15295.0
2001,October,Vermont,Local government,29291.0
2002,October,Vermont,Total Covered -  all ownerships,297745.0
2002,October,Vermont,Private ownership,246289.0
2002,October,Vermont,Goods Producing domain,58447.0
2002,October,Vermont,Natural Resources and Mining supersector,3068.0
2002,October,Vermont,"Agriculture, forestry, fishing and hunting",2223.0
2002,October,Vermont,Mining,845.0
2002,October,Vermont,Construction supersector,15791.0
2002,October,Vermont,Manufacturing supersector,39588.0
2002,October,Vermont,Durable Goods manufacturing,28149.0
2002,October,Vermont,Non-Durable Goods manufacturing,11439.0
2002,October,Vermont,Service Providing domain,187842.0
2002,October,Vermont,"Trade, Transportation, and Utilities supersector",58917.0
2002,October,Vermont,Wholesale trade,9996.0
2002,October,Vermont,Retail trade,40213.0
2002,October,Vermont,Transportation and warehousing,6991.0
2002,October,Vermont,Utilities,1717.0
2002,October,Vermont,Information supersector,6453.0
2002,October,Vermont,Financial Activities supersector,12991.0
2002,October,Vermont,Finance and insurance,9866.0
2002,October,Vermont,Real estate and rental and leasing,3125.0
2002,October,Vermont,Professional and Business Services supersector,20926.0
2002,October,Vermont,Professional and technical services,12146.0
2002,October,Vermont,Management of companies and enterprises,286.0
2002,October,Vermont,Administrative and waste services,8494.0
2002,October,Vermont,Education and Health Services supersector,47442.0
2002,October,Vermont,Educational services,9114.0
2002,October,Vermont,Health care and social assistance,38328.0
2002,October,Vermont,Leisure and Hospitality supersector,31606.0
2002,October,Vermont,"Arts, entertainment, and recreation",3756.0
2002,October,Vermont,Accommodation and food services,27850.0
2002,October,Vermont,"Other services, except public administration supersector",9507.0
2002,October,Vermont,Unspecified industry supersector,
2002,October,Vermont,Federal Government,6132.0
2002,October,Vermont,State government,15423.0
2002,October,Vermont,Local government,29901.0
2003,October,Vermont,Total Covered -  all ownerships,297792.0
2003,October,Vermont,Private ownership,245562.0
2003,October,Vermont,Goods Producing domain,56789.0
2003,October,Vermont,Natural Resources and Mining supersector,3111.0
2003,October,Vermont,"Agriculture, forestry, fishing and hunting",2295.0
2003,October,Vermont,Mining,816.0
2003,October,Vermont,Construction supersector,16840.0
2003,October,Vermont,Manufacturing supersector,36838.0
2003,October,Vermont,Durable Goods manufacturing,25985.0
2003,October,Vermont,Non-Durable Goods manufacturing,10853.0
2003,October,Vermont,Service Providing domain,188773.0
2003,October,Vermont,"Trade, Transportation, and Utilities supersector",58763.0
2003,October,Vermont,Wholesale trade,10401.0
2003,October,Vermont,Retail trade,39856.0
2003,October,Vermont,Transportation and warehousing,6788.0
2003,October,Vermont,Utilities,1718.0
2003,October,Vermont,Information supersector,6436.0
2003,October,Vermont,Financial Activities supersector,13051.0
2003,October,Vermont,Finance and insurance,9882.0
2003,October,Vermont,Real estate and rental and leasing,3169.0
2003,October,Vermont,Professional and Business Services supersector,20572.0
2003,October,Vermont,Professional and technical services,12212.0
2003,October,Vermont,Management of companies and enterprises,264.0
2003,October,Vermont,Administrative and waste services,8096.0
2003,October,Vermont,Education and Health Services supersector,49215.0
2003,October,Vermont,Educational services,9321.0
2003,October,Vermont,Health care and social assistance,39894.0
2003,October,Vermont,Leisure and Hospitality supersector,31470.0
2003,October,Vermont,"Arts, entertainment, and recreation",3848.0
2003,October,Vermont,Accommodation and food services,27622.0
2003,October,Vermont,"Other services, except public administration supersector",9266.0
2003,October,Vermont,Unspecified industry supersector,
2003,October,Vermont,Federal Government,6295.0
2003,October,Vermont,State government,15852.0
2003,October,Vermont,Local government,30083.0
2004,October,Vermont,Total Covered -  all ownerships,303317.0
2004,October,Vermont,Private ownership,250461.0
2004,October,Vermont,Goods Producing domain,58516.0
2004,October,Vermont,Natural Resources and Mining supersector,3281.0
2004,October,Vermont,"Agriculture, forestry, fishing and hunting",2445.0
2004,October,Vermont,Mining,836.0
2004,October,Vermont,Construction supersector,17921.0
2004,October,Vermont,Manufacturing supersector,37314.0
2004,October,Vermont,Durable Goods manufacturing,26622.0
2004,October,Vermont,Non-Durable Goods manufacturing,10692.0
2004,October,Vermont,Service Providing domain,191945.0
2004,October,Vermont,"Trade, Transportation, and Utilities supersector",59501.0
2004,October,Vermont,Wholesale trade,10201.0
2004,October,Vermont,Retail trade,40488.0
2004,October,Vermont,Transportation and warehousing,7108.0
2004,October,Vermont,Utilities,1704.0
2004,October,Vermont,Information supersector,6300.0
2004,October,Vermont,Financial Activities supersector,12879.0
2004,October,Vermont,Finance and insurance,9612.0
2004,October,Vermont,Real estate and rental and leasing,3267.0
2004,October,Vermont,Professional and Business Services supersector,21799.0
2004,October,Vermont,Professional and technical services,12667.0
2004,October,Vermont,Management of companies and enterprises,291.0
2004,October,Vermont,Administrative and waste services,8841.0
2004,October,Vermont,Education and Health Services supersector,49992.0
2004,October,Vermont,Educational services,9312.0
2004,October,Vermont,Health care and social assistance,40680.0
2004,October,Vermont,Leisure and Hospitality supersector,32181.0
2004,October,Vermont,"Arts, entertainment, and recreation",3855.0
2004,October,Vermont,Accommodation and food services,28326.0
2004,October,Vermont,"Other services, except public administration supersector",9293.0
2004,October,Vermont,Unspecified industry supersector,
2004,October,Vermont,Federal Government,6204.0
2004,October,Vermont,State government,16019.0
2004,October,Vermont,Local government,30633.0
2005,October,Vermont,Total Covered -  all ownerships,304434.0
2005,October,Vermont,Private ownership,250685.0
2005,October,Vermont,Goods Producing domain,58359.0
2005,October,Vermont,Natural Resources and Mining supersector,3168.0
2005,October,Vermont,"Agriculture, forestry, fishing and hunting",2425.0
2005,October,Vermont,Mining,743.0
2005,October,Vermont,Construction supersector,18291.0
2005,October,Vermont,Manufacturing supersector,36900.0
2005,October,Vermont,Durable Goods manufacturing,26402.0
2005,October,Vermont,Non-Durable Goods manufacturing,10498.0
2005,October,Vermont,Service Providing domain,192326.0
2005,October,Vermont,"Trade, Transportation, and Utilities supersector",59392.0
2005,October,Vermont,Wholesale trade,10116.0
2005,October,Vermont,Retail trade,40553.0
2005,October,Vermont,Transportation and warehousing,7028.0
2005,October,Vermont,Utilities,1695.0
2005,October,Vermont,Information supersector,6212.0
2005,October,Vermont,Financial Activities supersector,12825.0
2005,October,Vermont,Finance and insurance,9586.0
2005,October,Vermont,Real estate and rental and leasing,3239.0
2005,October,Vermont,Professional and Business Services supersector,22198.0
2005,October,Vermont,Professional and technical services,12941.0
2005,October,Vermont,Management of companies and enterprises,288.0
2005,October,Vermont,Administrative and waste services,8969.0
2005,October,Vermont,Education and Health Services supersector,51034.0
2005,October,Vermont,Educational services,9201.0
2005,October,Vermont,Health care and social assistance,41833.0
2005,October,Vermont,Leisure and Hospitality supersector,31755.0
2005,October,Vermont,"Arts, entertainment, and recreation",3907.0
2005,October,Vermont,Accommodation and food services,27848.0
2005,October,Vermont,"Other services, except public administration supersector",8910.0
2005,October,Vermont,Unspecified industry supersector,
2005,October,Vermont,Federal Government,6026.0
2005,October,Vermont,State government,16432.0
2005,October,Vermont,Local government,31291.0
2006,October,Vermont,Total Covered -  all ownerships,306871.0
2006,October,Vermont,Private ownership,252976.0
2006,October,Vermont,Goods Producing domain,58123.0
2006,October,Vermont,Natural Resources and Mining supersector,3228.0
2006,October,Vermont,"Agriculture, forestry, fishing and hunting",2452.0
2006,October,Vermont,Mining,776.0
2006,October,Vermont,Construction supersector,18549.0
2006,October,Vermont,Manufacturing supersector,36346.0
2006,October,Vermont,Durable Goods manufacturing,26272.0
2006,October,Vermont,Non-Durable Goods manufacturing,10074.0
2006,October,Vermont,Service Providing domain,194853.0
2006,October,Vermont,"Trade, Transportation, and Utilities supersector",59791.0
2006,October,Vermont,Wholesale trade,10412.0
2006,October,Vermont,Retail trade,40680.0
2006,October,Vermont,Transportation and warehousing,6991.0
2006,October,Vermont,Utilities,1708.0
2006,October,Vermont,Information supersector,5937.0
2006,October,Vermont,Financial Activities supersector,12853.0
2006,October,Vermont,Finance and insurance,9619.0
2006,October,Vermont,Real estate and rental and leasing,3234.0
2006,October,Vermont,Professional and Business Services supersector,22447.0
2006,October,Vermont,Professional and technical services,13272.0
2006,October,Vermont,Management of companies and enterprises,280.0
2006,October,Vermont,Administrative and waste services,8895.0
2006,October,Vermont,Education and Health Services supersector,52710.0
2006,October,Vermont,Educational services,9675.0
2006,October,Vermont,Health care and social assistance,43035.0
2006,October,Vermont,Leisure and Hospitality supersector,32010.0
2006,October,Vermont,"Arts, entertainment, and recreation",3907.0
2006,October,Vermont,Accommodation and food services,28103.0
2006,October,Vermont,"Other services, except public administration supersector",9105.0
2006,October,Vermont,Unspecified industry supersector,
2006,October,Vermont,Federal Government,5984.0
2006,October,Vermont,State government,16816.0
2006,October,Vermont,Local government,31095.0
2007,October,Vermont,Total Covered -  all ownerships,306804.0
2007,October,Vermont,Private ownership,252864.0
2007,October,Vermont,Goods Producing domain,56828.0
2007,October,Vermont,Natural Resources and Mining supersector,3230.0
2007,October,Vermont,"Agriculture, forestry, fishing and hunting",2480.0
2007,October,Vermont,Mining,750.0
2007,October,Vermont,Construction supersector,17855.0
2007,October,Vermont,Manufacturing supersector,35743.0
2007,October,Vermont,Durable Goods manufacturing,26007.0
2007,October,Vermont,Non-Durable Goods manufacturing,9736.0
2007,October,Vermont,Service Providing domain,196036.0
2007,October,Vermont,"Trade, Transportation, and Utilities supersector",59627.0
2007,October,Vermont,Wholesale trade,10237.0
2007,October,Vermont,Retail trade,40583.0
2007,October,Vermont,Transportation and warehousing,7082.0
2007,October,Vermont,Utilities,1725.0
2007,October,Vermont,Information supersector,5866.0
2007,October,Vermont,Financial Activities supersector,12811.0
2007,October,Vermont,Finance and insurance,9502.0
2007,October,Vermont,Real estate and rental and leasing,3309.0
2007,October,Vermont,Professional and Business Services supersector,22675.0
2007,October,Vermont,Professional and technical services,13323.0
2007,October,Vermont,Management of companies and enterprises,284.0
2007,October,Vermont,Administrative and waste services,9068.0
2007,October,Vermont,Education and Health Services supersector,54277.0
2007,October,Vermont,Educational services,9665.0
2007,October,Vermont,Health care and social assistance,44612.0
2007,October,Vermont,Leisure and Hospitality supersector,31747.0
2007,October,Vermont,"Arts, entertainment, and recreation",3952.0
2007,October,Vermont,Accommodation and food services,27795.0
2007,October,Vermont,"Other services, except public administration supersector",9033.0
2007,October,Vermont,Unspecified industry supersector,
2007,October,Vermont,Federal Government,6007.0
2007,October,Vermont,State government,16904.0
2007,October,Vermont,Local government,31029.0
2008,October,Vermont,Total Covered -  all ownerships,306855.0
2008,October,Vermont,Private ownership,252025.0
2008,October,Vermont,Goods Producing domain,55122.0
2008,October,Vermont,Natural Resources and Mining supersector,3375.0
2008,October,Vermont,"Agriculture, forestry, fishing and hunting",2617.0
2008,October,Vermont,Mining,758.0
2008,October,Vermont,Construction supersector,16942.0
2008,October,Vermont,Manufacturing supersector,34805.0
2008,October,Vermont,Durable Goods manufacturing,25091.0
2008,October,Vermont,Non-Durable Goods manufacturing,9714.0
2008,October,Vermont,Service Providing domain,196903.0
2008,October,Vermont,"Trade, Transportation, and Utilities supersector",58913.0
2008,October,Vermont,Wholesale trade,10184.0
2008,October,Vermont,Retail trade,40066.0
2008,October,Vermont,Transportation and warehousing,6945.0
2008,October,Vermont,Utilities,1718.0
2008,October,Vermont,Information supersector,5719.0
2008,October,Vermont,Financial Activities supersector,12543.0
2008,October,Vermont,Finance and insurance,9252.0
2008,October,Vermont,Real estate and rental and leasing,3291.0
2008,October,Vermont,Professional and Business Services supersector,23328.0
2008,October,Vermont,Professional and technical services,13629.0
2008,October,Vermont,Management of companies and enterprises,260.0
2008,October,Vermont,Administrative and waste services,9439.0
2008,October,Vermont,Education and Health Services supersector,55820.0
2008,October,Vermont,Educational services,9696.0
2008,October,Vermont,Health care and social assistance,46124.0
2008,October,Vermont,Leisure and Hospitality supersector,31716.0
2008,October,Vermont,"Arts, entertainment, and recreation",3897.0
2008,October,Vermont,Accommodation and food services,27819.0
2008,October,Vermont,"Other services, except public administration supersector",8864.0
2008,October,Vermont,Unspecified industry supersector,
2008,October,Vermont,Federal Government,6434.0
2008,October,Vermont,State government,16917.0
2008,October,Vermont,Local government,31479.0
2009,October,Vermont,Total Covered -  all ownerships,296182.0
2009,October,Vermont,Private ownership,241034.0
2009,October,Vermont,Goods Producing domain,49254.0
2009,October,Vermont,Natural Resources and Mining supersector,3321.0
2009,October,Vermont,"Agriculture, forestry, fishing and hunting",2657.0
2009,October,Vermont,Mining,664.0
2009,October,Vermont,Construction supersector,15034.0
2009,October,Vermont,Manufacturing supersector,30899.0
2009,October,Vermont,Durable Goods manufacturing,21872.0
2009,October,Vermont,Non-Durable Goods manufacturing,9027.0
2009,October,Vermont,Service Providing domain,191780.0
2009,October,Vermont,"Trade, Transportation, and Utilities supersector",56326.0
2009,October,Vermont,Wholesale trade,9626.0
2009,October,Vermont,Retail trade,38236.0
2009,October,Vermont,Transportation and warehousing,6641.0
2009,October,Vermont,Utilities,1823.0
2009,October,Vermont,Information supersector,5379.0
2009,October,Vermont,Financial Activities supersector,11947.0
2009,October,Vermont,Finance and insurance,8961.0
2009,October,Vermont,Real estate and rental and leasing,2986.0
2009,October,Vermont,Professional and Business Services supersector,22286.0
2009,October,Vermont,Professional and technical services,13082.0
2009,October,Vermont,Management of companies and enterprises,414.0
2009,October,Vermont,Administrative and waste services,8790.0
2009,October,Vermont,Education and Health Services supersector,56448.0
2009,October,Vermont,Educational services,9403.0
2009,October,Vermont,Health care and social assistance,47045.0
2009,October,Vermont,Leisure and Hospitality supersector,30778.0
2009,October,Vermont,"Arts, entertainment, and recreation",3732.0
2009,October,Vermont,Accommodation and food services,27046.0
2009,October,Vermont,"Other services, except public administration supersector",8616.0
2009,October,Vermont,Unspecified industry supersector,
2009,October,Vermont,Federal Government,6583.0
2009,October,Vermont,State government,16627.0
2009,October,Vermont,Local government,31938.0
2010,October,Vermont,Total Covered -  all ownerships,299942.0
2010,October,Vermont,Private ownership,245049.0
2010,October,Vermont,Goods Producing domain,49552.0
2010,October,Vermont,Natural Resources and Mining supersector,3289.0
2010,October,Vermont,"Agriculture, forestry, fishing and hunting",2672.0
2010,October,Vermont,Mining,617.0
2010,October,Vermont,Construction supersector,14998.0
2010,October,Vermont,Manufacturing supersector,31265.0
2010,October,Vermont,Durable Goods manufacturing,22067.0
